player_name,last_first,chadwick_name,espn_name,savant_id,bbref_id,retro_id,fangraphs_id,espn_id,espn_headshot
Alex Rodriguez,"Rodriguez, Alex",Alex Rodriguez,Alex Rodriguez,121347,rodrial01,rodra001,1274,3115,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3115.png
LaTroy Hawkins,"Hawkins, LaTroy",LaTroy Hawkins,LaTroy Hawkins,115629,hawkila01,hawkl001,729,3176,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3176.png
Joe Hudson,"Hudson, Joe",Joe Hudson,Joe Hudson,621529,hudsojo03,hudsj002,14412,3258,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3258.png
Bartolo Colon,"Colon, Bartolo",Bartolo Colon,Bartolo Colon,112526,colonba01,colob001,375,3602,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3602.png
Torii Hunter,"Hunter, Torii",Torii Hunter,Torii Hunter,116338,hunteto01,huntt001,731,3723,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3723.png
David Ortiz,"Ortiz, David",David Ortiz,David Ortiz,120074,ortizda01,ortid001,745,3748,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3748.png
Aramis Ramirez,"Ramirez, Aramis",Aramis Ramirez,Aramis Ramirez,133380,ramirar01,ramia001,1002,3853,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3853.png
Adrián Beltré,"Beltré, Adrián",Adrian Beltre,Adrian Beltre,134181,beltrad01,belta001,639,3878,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3878.png
Bruce Chen,"Chen, Bruce",Bruce Chen,Bruce Chen,136600,chenbr01,chenb001,769,3926,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3926.png
A.J. Pierzynski,"Pierzynski, A.J.",A. J. Pierzynski,A.J. Pierzynski,150229,pierza.01,piera001,746,3948,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3948.png
Carlos Beltrán,"Beltrán, Carlos",Carlos Beltran,Carlos Beltran,136860,beltrca01,beltc001,589,3971,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3971.png
Rafael Betancourt,"Betancourt, Rafael",Rafael Betancourt,Rafael Betancourt,429783,betanra01,betar001,177,3985,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3985.png
Joe Nathan,"Nathan, Joe",Joe Nathan,Joe Nathan,150274,nathajo01,nathj001,1122,4044,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4044.png
Tim Hudson,"Hudson, Tim",Tim Hudson,Tim Hudson,218596,hudsoti01,hudst001,921,4084,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4084.png
Randy Wolf,"Wolf, Randy",Randy Wolf,Randy Wolf,150116,wolfra02,wolfr001,976,4087,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4087.png
A.J. Burnett,"Burnett, A.J.",A. J. Burnett,A.J. Burnett,150359,burnea.01,burna001,512,4153,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4153.png
Buddy Carlyle,"Carlyle, Buddy",Buddy Carlyle,Buddy Carlyle,234194,carlybu01,carlb001,2010,4163,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4163.png
Barry Zito,"Zito, Barry",Barry Zito,Barry Zito,217096,zitoba01,zitob001,944,4233,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4233.png
Jimmy Rollins,"Rollins, Jimmy",Jimmy Rollins,Jimmy Rollins,276519,rolliji01,rollj001,971,4258,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4258.png
Jayson Werth,"Werth, Jayson",Jayson Werth,Jayson Werth,150029,werthja01,wertj001,1327,4262,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4262.png
Jason Grilli,"Grilli, Jason",Jason Grilli,Jason Grilli,276351,grillja01,grilj001,521,4350,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4350.png
Jason Marquis,"Marquis, Jason",Jason Marquis,Jason Marquis,150302,marquja01,marqj001,105,4409,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4409.png
Bronson Arroyo,"Arroyo, Bronson",Bronson Arroyo,Bronson Arroyo,276520,arroybr01,arrob001,978,4416,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4416.png
Randy Choate,"Choate, Randy",Randy Choate,Randy Choate,329092,choatra01,choar001,813,4440,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4440.png
Mark Buehrle,"Buehrle, Mark",Mark Buehrle,Mark Buehrle,279824,buehrma01,buehm001,225,4454,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4454.png
Ryan Vogelsong,"Vogelsong, Ryan",Ryan Vogelsong,Ryan Vogelsong,285064,vogelry01,voger001,1011,4514,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4514.png
CC Sabathia,"Sabathia, CC",CC Sabathia,CC Sabathia,282332,sabatc.01,sabac001,404,4553,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4553.png
Ichiro Suzuki,"Suzuki, Ichiro",Ichiro Suzuki,Ichiro Suzuki,400085,suzukic01,suzui001,1101,4570,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4570.png
Albert Pujols,"Pujols, Albert",Albert Pujols,Albert Pujols,405395,pujolal01,pujoa001,1177,4574,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4574.png
Joaquín Benoit,"Benoit, Joaquín",Joaquin Benoit,Joaquin Benoit,276542,benoijo01,benoj001,1437,4588,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4588.png
Rafael Soriano,"Soriano, Rafael",Rafael Soriano,Rafael Soriano,400089,soriara01,sorir001,1100,4600,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4600.png
Willie Bloomquist,"Bloomquist, Willie",Willie Bloomquist,Willie Bloomquist,217100,bloomwi01,bloow001,1066,4603,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4603.png
Michael Cuddyer,"Cuddyer, Michael",Michael Cuddyer,Michael Cuddyer,150212,cuddymi01,cuddm001,1534,4604,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4604.png
Joe Beimel,"Beimel, Joe",Joe Beimel,Joe Beimel,346847,beimejo01,beimj001,979,4632,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4632.png
Josh Hamilton,"Hamilton, Josh",Josh Hamilton,Josh Hamilton,285078,hamiljo03,hamij003,1875,4652,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4652.png
Juan Uribe,"Uribe, Juan",Juan Uribe,Juan Uribe,346874,uribeju01,uribj002,454,4657,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4657.png
R.A. Dickey,"Dickey, R.A.",R. A. Dickey,R.A. Dickey,285079,dicker.01,dickr001,1245,4695,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4695.png
Scott Atchison,"Atchison, Scott",Scott Atchison,Scott Atchison,425786,atchisc01,atchs001,2642,4755,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4755.png
Kyle Lohse,"Lohse, Kyle",Kyle Lohse,Kyle Lohse,346798,lohseky01,lohsk001,739,4789,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4789.png
Grant Balfour,"Balfour, Grant",Grant Balfour,Grant Balfour,346797,balfogr01,balfg001,718,4811,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4811.png
Mark Teixeira,"Teixeira, Mark",Mark Teixeira,Mark Teixeira,407893,teixema01,teixm001,1281,4937,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4937.png
Victor Martinez,"Martinez, Victor",Victor Martinez,Victor Martinez,400121,martivi01,martv001,393,5007,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5007.png
Jake Peavy,"Peavy, Jake",Jake Peavy,Jake Peavy,408241,peavyja01,peavj001,1051,5019,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5019.png
Jerome Williams,"Williams, Jerome",Jerome Williams,Jerome Williams,425532,willije01,willj003,1137,5026,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5026.png
Brandon Phillips,"Phillips, Brandon",Brandon Phillips,Brandon Phillips,408252,phillbr01,philb001,791,5031,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5031.png
Marlon Byrd,"Byrd, Marlon",Marlon Byrd,Marlon Byrd,407781,byrdma01,byrdm001,950,5033,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5033.png
Carl Crawford,"Crawford, Carl",Carl Crawford,Carl Crawford,408307,crawfca02,crawc002,1201,5035,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5035.png
Jeremy Affeldt,"Affeldt, Jeremy",Jeremy Affeldt,Jeremy Affeldt,346793,affelje01,affej001,583,5061,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5061.png
Colby Lewis,"Lewis, Colby",Colby Lewis,Colby Lewis,407890,lewisco01,lewic001,1259,5067,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5067.png
Fernando Rodney,"Rodney, Fernando",Fernando Rodney,Fernando Rodney,407845,rodnefe01,rodnf001,494,5111,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5111.png
Aaron Harang,"Harang, Aaron",Aaron Harang,Aaron Harang,421685,haranaa01,haraa001,1451,5181,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5181.png
Oliver Pérez,"Pérez, Oliver",Oliver Perez,Oliver Perez,424144,perezol01,pereo002,1514,5192,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5192.png
John Lackey,"Lackey, John",John Lackey,John Lackey,407793,lackejo01,lackj001,1507,5203,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5203.png
David Ross,"Ross, David",David Ross,David Ross,424325,rossda01,rossd001,1551,5206,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5206.png
Wil Nieves,"Nieves, Wil",Wil Nieves,Wil Nieves,408242,nievewi01,nievw001,1556,5219,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5219.png
Coco Crisp,"Crisp, Coco",Coco Crisp,Coco Crisp,424825,crispco01,crisc001,1572,5299,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5299.png
Ricardo Rodríguez,"Rodríguez, Ricardo",Ricardo Rodriguez,Ricardo Rodriguez,600965,rodriri04,rodrr007,15458,5301,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5301.png
Omar Infante,"Infante, Omar",Omar Infante,Omar Infante,408299,infanom01,infao001,1609,5339,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5339.png
Cliff Lee,"Lee, Cliff",Cliff Lee,Cliff Lee,424324,leecl02,lee-c003,1636,5353,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5353.png
Francisco Rodríguez,"Rodríguez, Francisco",Francisco Rodriguez,Francisco Rodriguez,408061,rodrifr03,rodrf003,1642,5357,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5357.png
Jeremy Guthrie,"Guthrie, Jeremy",Jeremy Guthrie,Jeremy Guthrie,425386,guthrje01,guthj001,2072,5370,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5370.png
Jeff Baker,"Baker, Jeff",Jeff Baker,Jeff Baker,425557,bakerje03,bakej001,2073,5371,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5371.png
Joe Mauer,"Mauer, Joe",Joe Mauer,Joe Mauer,408045,mauerjo01,mauej001,1857,5378,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5378.png
Justin Morneau,"Morneau, Justin",Justin Morneau,Justin Morneau,408047,morneju01,mornj001,1737,5379,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5379.png
Ryan Madson,"Madson, Ryan",Ryan Madson,Ryan Madson,425492,madsory01,madsr001,1852,5382,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5382.png
Chase Utley,"Utley, Chase",Chase Utley,Chase Utley,400284,utleych01,utlec001,1679,5383,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5383.png
Sean Burnett,"Burnett, Sean",Sean Burnett,Sean Burnett,430634,burnese01,burns001,1886,5384,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5384.png
Javier López,"López, Javier",Javier Lopez,Javier Lopez,425657,lopezja02,lopej002,1663,5388,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5388.png
Adam Wainwright,"Wainwright, Adam",Adam Wainwright,Adam Wainwright,425794,wainwad01,waina001,2233,5403,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5403.png
Cody Ross,"Ross, Cody",Cody Ross,Cody Ross,425496,rossco01,rossc001,1760,5404,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5404.png
Adrián González,"González, Adrián",Adrian Gonzalez,Adrian Gonzalez,408236,gonzaad01,gonza003,1908,5405,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5405.png
Shane Victorino,"Victorino, Shane",Shane Victorino,Shane Victorino,425664,victosh01,victs001,1677,5409,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5409.png
José Reyes,"Reyes, José",Jose Reyes,Jose Reyes,408314,reyesjo01,reyej001,1736,5411,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5411.png
Reed Johnson,"Johnson, Reed",Reed Johnson,Reed Johnson,407862,johnsre02,johnr008,1702,5452,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5452.png
Gerald Laird,"Laird, Gerald",Gerald Laird,Gerald Laird,408042,lairdge01,lairg001,1698,5465,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5465.png
Chris Capuano,"Capuano, Chris",Chris Capuano,Chris Capuano,425626,capuach01,capuc001,1701,5469,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5469.png
Adam Loewen,"Loewen, Adam",Adam Loewen,Adam Loewen,429400,loewead01,loewa001,2134,5502,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5502.png
Jhonny Peralta,"Peralta, Jhonny",Jhonny Peralta,Jhonny Peralta,425509,peraljh01,peraj001,1738,5527,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5527.png
Miguel Cabrera,"Cabrera, Miguel",Miguel Cabrera,Miguel Cabrera,408234,cabremi01,cabrm001,1744,5544,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5544.png
Dan Haren,"Haren, Dan",Dan Haren,Dan Haren,429717,harenda01,hared001,1757,5565,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5565.png
Kevin Correia,"Correia, Kevin",Kevin Correia,Kevin Correia,429781,correke01,corrk001,1767,5580,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5580.png
Chin-hui Tsao,"Tsao, Chin-hui",Chin-hui Tsao,Chin-hui Tsao,425835,tsaoch01,tsaoc001,1776,5606,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5606.png
Kevin Gregg,"Gregg, Kevin",Kevin Gregg,Kevin Gregg,276514,greggke01,gregk001,1793,5641,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5641.png
Neal Cotts,"Cotts, Neal",Neal Cotts,Neal Cotts,425840,cottsne01,cottn001,1797,5644,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5644.png
Matt Thornton,"Thornton, Matt",Matt Thornton,Matt Thornton,407819,thornma01,thorm001,1918,5650,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5650.png
Rickie Weeks Jr.,"Weeks Jr., Rickie",Rickie Weeks,Rickie Weeks,430001,weeksri01,weekr001,1849,5652,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5652.png
Clint Barmes,"Barmes, Clint",Clint Barmes,Clint Barmes,425549,barmecl01,barmc001,1830,5798,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5798.png
David DeJesus,"DeJesus, David",David DeJesus,David DeJesus,430203,dejesda01,dejed001,1825,5799,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5799.png
Matt Belisle,"Belisle, Matt",Matt Belisle,Matt Belisle,279571,belisma01,belim001,1837,5829,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5829.png
Edwin Jackson,"Jackson, Edwin",Edwin Jackson,Edwin Jackson,429719,jacksed01,jacke001,1841,5842,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5842.png
Jonny Gomes,"Gomes, Jonny",Jonny Gomes,Jonny Gomes,430404,gomesjo01,gomej001,1845,5860,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5860.png
Adam LaRoche,"LaRoche, Adam",Adam LaRoche,Adam LaRoche,425560,larocad01,laroa001,1904,5879,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5879.png
Alex Rios,"Rios, Alex",Alex Rios,Alex Rios,425567,riosal01,riosa002,2090,5880,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5880.png
Grady Sizemore,"Sizemore, Grady",Grady Sizemore,Grady Sizemore,429713,sizemgr01,sizeg001,2197,5882,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5882.png
Zack Greinke,"Greinke, Zack",Zack Greinke,Zack Greinke,425844,greinza01,greiz001,1943,5883,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5883.png
José Bautista,"Bautista, José",Jose Bautista,Jose Bautista,430832,bautijo02,bautj002,1887,5890,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5890.png
Dioner Navarro,"Navarro, Dioner",Dioner Navarro,Dioner Navarro,425900,navardi01,navad001,3179,5902,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5902.png
Edwin Encarnación,"Encarnación, Edwin",Edwin Encarnacion,Edwin Encarnacion,429665,encared01,encae001,2151,5904,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5904.png
Jorge De La Rosa,"De La Rosa, Jorge",Jorge De La Rosa,Jorge De La Rosa,407822,rosajo01,delaj001,2047,5906,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5906.png
J.J. Hardy,"Hardy, J.J.",J. J. Hardy,J.J. Hardy,429666,hardyjj01,hardj003,3797,5908,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5908.png
Prince Fielder,"Fielder, Prince",Prince Fielder,Prince Fielder,425902,fieldpr01,fielp001,4613,5915,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5915.png
Scott Kazmir,"Kazmir, Scott",Scott Kazmir,Scott Kazmir,431148,kazmisc01,kazms001,4897,5917,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5917.png
Dustin McGowan,"McGowan, Dustin",Dustin McGowan,Dustin McGowan,430661,mcgowdu01,mcgod001,8600,5919,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5919.png
Jeff Mathis,"Mathis, Jeff",Jeff Mathis,Jeff Mathis,425772,mathije01,mathj001,3448,5921,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5921.png
Gavin Floyd,"Floyd, Gavin",Gavin Floyd,Gavin Floyd,425856,floydga01,floyg001,3886,5922,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5922.png
David Aardsma,"Aardsma, David",David Aardsma,David Aardsma,430911,aardsda01,aardd001,1902,5933,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5933.png
Nick Swisher,"Swisher, Nick",Nick Swisher,Nick Swisher,430897,swishni01,swisn001,4599,5937,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5937.png
Jason Frasor,"Frasor, Jason",Jason Frasor,Jason Frasor,430630,frasoja01,frasj002,1906,5938,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5938.png
Matt Holliday,"Holliday, Matt",Matt Holliday,Matt Holliday,407812,hollima01,hollm001,1873,5940,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5940.png
Andrés Blanco,"Blanco, Andrés",Andres Blanco,Andres Blanco,433217,blancan01,blana001,1907,5943,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5943.png
B.J. Upton,"Upton, B.J.",B. J. Upton,Melvin Upton,425834,uptonbj01,uptob001,5015,5970,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5970.png
Corey Hart,"Hart, Corey",Corey Hart,Corey Hart,430611,hartco01,hartc001,1945,5973,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5973.png
Yadier Molina,"Molina, Yadier",Yadier Molina,Yadier Molina,425877,molinya01,moliy001,7007,5986,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5986.png
Chad Qualls,"Qualls, Chad",Chad Qualls,Chad Qualls,430589,quallch01,qualc001,2170,6034,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6034.png
David Wright,"Wright, David",David Wright,David Wright,431151,wrighda03,wrigd002,3787,6035,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6035.png
Jeff Francis,"Francis, Jeff",Jeff Francis,Jeff Francis,433585,francje01,franj003,4684,6038,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6038.png
Santiago Casilla,"Casilla, Santiago",Santiago Casilla,Santiago Casilla,433586,garcija01,garcj002,2873,6060,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6060.png
Chris Young,"Young, Chris",Chris Young,Chris Young,432934,youngch03,younc003,3196,6073,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6073.png
Dan Johnson,"Johnson, Dan",Dan Johnson,Dan Johnson,430681,johnsda06,johnd004,2167,6096,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6096.png
Ryan Howard,"Howard, Ryan",Ryan Howard,Ryan Howard,429667,howarry01,howar001,2154,6097,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6097.png
Logan Kensing,"Kensing, Logan",Logan Kensing,Logan Kensing,434137,kensilo01,kensl001,6166,6118,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6118.png
Ryan Raburn,"Raburn, Ryan",Ryan Raburn,Ryan Raburn,430605,raburry01,rabur001,2218,6124,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6124.png
Curtis Granderson,"Granderson, Curtis",Curtis Granderson,Curtis Granderson,434158,grandcu01,granc001,4747,6125,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6125.png
René Rivera,"Rivera, René",Rene Rivera,Rene Rivera,425784,riverre01,river003,3648,6128,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6128.png
Joe Blanton,"Blanton, Joe",Joe Blanton,Joe Blanton,430599,blantjo01,blanj001,4849,6132,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6132.png
Delmon Young,"Young, Delmon",Delmon Young,Delmon Young,430321,youngde03,yound003,2140,6138,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6138.png
Huston Street,"Street, Huston",Huston Street,Huston Street,434718,streehu01,streh001,8258,6175,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6175.png
Kendrys Morales,"Morales, Kendrys",Kendrys Morales,Kendrys Morales,434778,moralke01,morak001,8610,6188,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6188.png
Aaron Hill,"Hill, Aaron",Aaron Hill,Aaron Hill,431094,hillaa01,hilla001,6104,6190,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6190.png
Brandon McCarthy,"McCarthy, Brandon",Brandon McCarthy,Brandon McCarthy,435221,mccarbr01,mccab001,4662,6191,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6191.png
Félix Hernández,"Hernández, Félix",Felix Hernandez,Felix Hernandez,433587,hernafe02,hernf002,4772,6194,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6194.png
Hanley Ramirez,"Ramirez, Hanley",Hanley Ramirez,Hanley Ramirez,434670,ramirha01,ramih003,8001,6195,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6195.png
Ian Kinsler,"Kinsler, Ian",Ian Kinsler,Ian Kinsler,435079,kinslia01,kinsi001,6195,6197,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6197.png
Matt Cain,"Cain, Matt",Matt Cain,Matt Cain,430912,cainma01,cainm001,4732,6202,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6202.png
Robinson Canó,"Canó, Robinson",Robinson Cano,Robinson Cano,429664,canoro01,canor001,3269,6204,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6204.png
Shin-Soo Choo,"Choo, Shin-Soo",Shin-Soo Choo,Shin-Soo Choo,425783,choosh01,choos001,3174,6205,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6205.png
Tim Stauffer,"Stauffer, Tim",Tim Stauffer,Tim Stauffer,431162,staufti01,staut001,6432,6207,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6207.png
Kyle Davies,"Davies, Kyle",Kyle Davies,Kyle Davies,434678,davieky01,davik002,3642,6208,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6208.png
Chien-Ming Wang,"Wang, Chien-Ming",Chien-Ming Wang,Chien-Ming Wang,425426,wangch01,wangc001,2074,6209,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6209.png
Francisco Liriano,"Liriano, Francisco",Francisco Liriano,Francisco Liriano,434538,liriafr01,lirif001,3201,6211,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6211.png
Chris Narveson,"Narveson, Chris",Chris Narveson,Chris Narveson,429780,narvech01,narvc001,2141,6215,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6215.png
Cole Hamels,"Hamels, Cole",Cole Hamels,Cole Hamels,430935,hamelco01,hamec001,4972,6216,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6216.png
Zach Duke,"Duke, Zach",Zach Duke,Zach Duke,435043,dukeza01,dukez001,3840,6219,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6219.png
Nelson Cruz,"Cruz, Nelson",Nelson Cruz,Nelson Cruz,443558,cruzne02,cruzn002,2434,6242,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6242.png
Scott Baker,"Baker, Scott",Scott Baker,Scott Baker,435044,bakersc02,bakes002,6176,6261,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6261.png
Ervin Santana,"Santana, Ervin",Ervin Santana,Ervin Santana,429722,santaer01,sante001,3200,6280,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6280.png
Brayan Peña,"Peña, Brayan",Brayan Pena,Brayan Pena,430910,penabr01,penab002,3231,6285,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6285.png
